Isolate,Region,Cohort,Country,Year,Species
ERR3967560,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967604,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967598,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967580,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967511,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967590,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967571,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967622,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967498,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967520,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967527,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967448,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967638,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967514,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967547,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967512,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967554,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967501,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967513,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967563,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967557,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967588,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967532,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967494,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967493,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967533,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967484,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967633,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967540,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967548,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967466,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967500,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967550,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967628,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967489,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967538,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967594,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967528,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967537,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967531,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967483,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967643,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967575,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967470,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967496,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967490,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967586,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967502,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967553,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967614,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967630,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967608,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967568,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967454,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967596,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967620,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967582,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967551,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967535,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967534,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967488,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967612,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967600,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967543,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967624,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967525,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967517,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967648,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967636,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3967518,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
