Sample,Isolate,Cohort,Country,Region,Year,Description,Species
SEANFDS10660322,09B05075_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660330,09B05080_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660338,09B05162_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660346,09B05166_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661006,09B05173_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660354,09B05192_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660362,09B05241_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660370,09B05291_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660378,09B05298_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660386,09B05304_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660394,09B05315_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660402,09B05316_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660410,09B05324_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660323,09B05332_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660331,09B05343_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660339,09B05380_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660347,09B05382_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660355,09B05412_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660363,09B05428_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660371,09B05433_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660379,09B05498_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660387,09B05522_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660395,09B05561_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660411,09B05618_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660324,09B05626_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660332,09B05740_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660340,09B05742_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660866,09B05743_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660348,09B05874_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660356,09B05929_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660364,09B05930_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660372,09B05951_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660380,09B05953_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660388,09B05990_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660396,09B06006_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661022,09B06007_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661030,09B06010_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660404,09B06031_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660412,09B06112_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660413,09B06115_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660421,09B06117_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660429,09B06122_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660445,09B06224_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660453,09B06234_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660930,09B06266_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660918,09B06308_Hflu,Maela,Thailand,Maela,2009,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660477,09B06343_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660485,09B06368_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660493,09B06398_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660501,09B06400_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660422,09B06482_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660430,09B06488_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660438,09B06498_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660446,09B06544_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660462,09B06552_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660470,09B06569_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660478,09B06660_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660494,09B06686_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660502,09B06758_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660415,09B06767_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660431,09B06844_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660439,09B06870_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660447,09B06872_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660455,09B06884_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660463,09B06906_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660471,09B06965_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660479,09B06992_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660487,09B06995_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660495,09B07005_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660503,09B07011_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660416,09B07016_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660938,09B07043_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660432,09B07100_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660874,09B07107_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660440,09B07108_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660448,09B07156_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660456,09B07163_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660464,09B07189_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660472,09B07201_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660882,09B07217_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660480,09B07253_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660488,09B07256_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660496,09B07288_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660504,09B07297_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660417,09B07332_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660896,09B07341_Hflu,Maela,Thailand,Maela,2009,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660425,09B07352_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660433,09B07384_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660441,09B07391_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660449,09B07454_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660457,09B07465_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660465,09B07470_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661038,09B07479_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660473,09B07480_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660481,09B07508_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660489,09B07514_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660497,09B07540_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660904,09B07643_Hflu,Maela,Thailand,Maela,2009,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660426,09B07658_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660434,09B07721_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660442,09B07736_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660450,09B07756_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660458,09B07802_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660466,09B07824_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660474,09B07871_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660482,09B07876_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660490,09B07882_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660498,09B07891_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660506,09B07892_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660419,09B07939_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660427,09B07985_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660443,09B07991_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660451,09B07998_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660459,09B08047_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660467,09B08055_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660475,09B08114_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660483,09B08171_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660491,09B08206_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660507,09B08216_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660420,09B08242_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660428,09B08254_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660444,09B08256_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660452,09B08261_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660460,09B08293_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660468,09B08294_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660484,09B08302_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660492,09B08344_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660500,09B08345_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660509,09B08357_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660517,09B08361_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660525,09B08412_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660533,09B08421_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660541,09B08422_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660549,09B08429_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660557,09B08436_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660573,09B08484_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660581,09B08513_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660589,09B08533_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660597,09B08534_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660926,09B08611_Hflu,Maela,Thailand,Maela,2009,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660510,09B08626_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660518,09B08651_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660526,09B08667_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660534,09B08696_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660542,09B08751_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660550,09B08753_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660558,09B08757_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660574,09B08773_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660582,09B08778_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660590,09B08812_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661046,09B08839_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660598,09B08863_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660511,09B08869_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660519,09B08888_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660934,09B08894_Hflu,Maela,Thailand,Maela,2009,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661054,09B08894_Mcat,Maela,Thailand,Maela,2009,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660527,09B08910_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660890,09B08912_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660543,09B08921_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660551,09B08926_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660559,09B08930_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660567,09B09007_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660599,09B09065_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660512,09B09075_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660520,09B09119_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660528,09B09133_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660536,09B09156_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660544,09B09160_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10660552,09B09161_Mixed,Maela,Thailand,Maela,2009,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
